['Time', 'UserID', 'Wireless Signal Status', 'Blink', 'Wink Left', 'Wink Right', 'Look Left', 'Look Right', 'Eyebrow', 'Furrow', 'Smile', 'Clench', 'Smirk Left', 'Smirk Right', 'Laugh', 'Short Term Excitement', 'Long Term Excitement', 'Engagement/Boredom', 'Cognitiv Action', 'Cognitiv Power']
0.0312768779695 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 0.0 , 1 , 0.0


0.500430047512 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 8.80630796019e-06 , 0.636987626553 , 1 , 0.0


0.531706929207 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 8.80630796019e-06 , 0.636987626553 , 1 , 0.0


1.00867938995 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 1.75392306119e-05 , 0.716498792171 , 1 , 0.0


1.00867938995 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 1.75392306119e-05 , 0.716498792171 , 1 , 0.0


1.03995621204 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 1.75392306119e-05 , 0.716498792171 , 1 , 0.0


1.50910937786 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 2.61987661361e-05 , 0.743885934353 , 1 , 0.0


1.54038631916 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 2.61987661361e-05 , 0.743885934353 , 1 , 0.0


2.00953936577 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 3.47849163518e-05 , 0.724361538887 , 1 , 0.0


2.04081630707 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 3.47849163518e-05 , 0.724361538887 , 1 , 0.0


2.50996947289 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 4.3297681259e-05 , 0.706789553165 , 1 , 0.0


2.54124641418 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 4.3297681259e-05 , 0.706789553165 , 1 , 0.0


3.01039958 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 5.17370608577e-05 , 0.690974831581 , 1 , 0.0


3.0416765213 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 5.17370608577e-05 , 0.690974831581 , 1 , 0.0


3.51082968712 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 6.01030515099e-05 , 0.676741540432 , 1 , 0.0


3.54210662842 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 6.01030515099e-05 , 0.676741540432 , 1 , 0.0


4.01125955582 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 6.83956604917e-05 , 0.663931548595 , 1 , 0.0


4.04253673553 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 6.83956604917e-05 , 0.663931548595 , 1 , 0.0


4.51168966293 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 7.66148805269e-05 , 0.652402639389 , 1 , 0.0


4.54296684265 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 7.66148805269e-05 , 0.652402639389 , 1 , 0.0


5.01211977005 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 8.47607152537e-05 , 0.642026543617 , 1 , 0.0


5.04339647293 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 8.47607152537e-05 , 0.642026543617 , 1 , 0.0


5.51254987717 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 9.28331646719e-05 , 0.632688105106 , 1 , 0.0


5.54382658005 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 9.28331646719e-05 , 0.632688105106 , 1 , 0.0


6.01297998428 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 0.000100832228782 , 0.624283492565 , 1 , 0.0


6.04425668716 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 0.000100832228782 , 0.624283492565 , 1 , 0.0


6.5134100914 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 0.000108757907583 , 0.616719305515 , 1 , 0.0


6.54468679428 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 0.000108757907583 , 0.616719305515 , 1 , 0.0


7.01384019852 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 0.000116610201076 , 0.609911620617 , 1 , 0.0


7.0451169014 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 0.000116610201076 , 0.609911620617 , 1 , 0.0


7.51427030563 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 0.000124389101984 , 0.603784620762 , 1 , 0.0


7.54554700851 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 0.000124389101984 , 0.603784620762 , 1 , 0.0


8.01469993591 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 0.000132094617584 , 0.598270356655 , 1 , 0.0


8.04597663879 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 0.000132094617584 , 0.598270356655 , 1 , 0.0


8.51513004303 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 0.000139726747875 , 0.593307554722 , 1 , 0.0


8.54640674591 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 0.000139726747875 , 0.593307554722 , 1 , 0.0


9.02337932587 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 0.000147285492858 , 0.588840961456 , 1 , 0.0


9.05465602875 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 0.000147285492858 , 0.588840961456 , 1 , 0.0


9.52380943298 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 0.000154770852532 , 0.584821045399 , 1 , 0.0


9.55508613586 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 0.000154770852532 , 0.584821045399 , 1 , 0.0


10.0242395401 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 0.000162182826898 , 0.58120316267 , 1 , 0.0


10.055516243 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 0.000162182826898 , 0.58120316267 , 1 , 0.0


10.5246696472 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 0.000169521415955 , 0.577947020531 , 1 , 0.0


10.5559463501 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 0.000169521415955 , 0.577947020531 , 1 , 0.0


11.0250997543 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 0.000176786619704 , 0.57501655817 , 1 , 0.0


11.0563764572 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 0.000176786619704 , 0.57501655817 , 1 , 0.0


11.5177106857 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 0.000183978438145 , 0.572379052639 , 1 , 0.0


11.5489873886 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 0.000183978438145 , 0.572379052639 , 1 , 0.0


12.0181407928 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 0.000191096871276 , 0.570005357265 , 1 , 0.0


12.0494174957 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 0.000191096871276 , 0.570005357265 , 1 , 0.0


12.5185709 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 0.0001981419191 , 0.567869007587 , 1 , 0.0


12.5498476028 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 0.0001981419191 , 0.567869007587 , 1 , 0.0


13.0190010071 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 0.000205113581615 , 0.565946340561 , 1 , 0.0


13.05027771 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 0.000205113581615 , 0.565946340561 , 1 , 0.0


13.5194311142 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 0.000212011858821 , 0.564215898514 , 1 , 0.0


13.5507078171 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 0.000212011858821 , 0.564215898514 , 1 , 0.0


14.0354995728 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000528378470335 , 0.000218836750719 , 0.56265848875 , 1 , 0.0


14.0667762756 , 0 , 2 , 0 , 0 , 0